,node,PD1_14,PD1_15,PD1_6,PD1_62,PD1_10,PD1_47,PD1_75,PD1_21,PD1_49,PD1_56,PD1_16,PD1_29,PD1_72,PD1_65,PD1_33,PD1_41,PD1_44,PD1_61,PD1_63,PD1_70,PD1_64,PD1_32,PD1_39,PD1_45,PD1_50,PD1_57,PD1_76,PD1_74,PD1_77,PD1_30,PD1_36,PD1_60,PD1_38,PD1_43,PD1_78,PD1_81,PD1_11,PD1_13,PD1_18,PD1_23,PD1_25,PD1_26,PD1_9,PD1_24,PD1_7,PD1_59,PD1_73,PD1_84,PD1_20,PD1_8,PD1_19,PD1_4,PD1_46,PD1_79,PD1_83,PD1_67,PD1_1,PD1_68,PD1_82,PD1_27,PD1_12,PD1_53,PD1_51,PD1_2,PD1_80,PD1_69,PD1_71,PD1_5,PD1_54,PD1_85,PD1_66,PD1_17,PD1_55,PD1_28
31,ABRACL,-0.126069,-0.153114,2.08738,-0.572961,-0.287284,1.46157,-1.89243,1.92887,0.471592,0.793419,0.593616,1.85858,1.2605,0.0,-0.315613,-1.11848,-0.837589,-0.537173,-0.495996,1.21804,0.0,-0.961098,-0.763155,-0.156499,1.12958,-1.25192,1.8009,0.0,-1.80164,1.0211,-0.312559,-1.14799,0.0601337,-1.23176,0.623534,1.26899,0.176879,0.939449,0.173638,-0.118038,0.0809021,-1.32216,1.51558,0.563573,1.46334,-0.881677,-0.484627,3.32213,0.620313,2.21684,2.07384,0.124334,-0.243379,-0.797054,1.4737,-0.334965,0.380294,2.65229,-0.102935,-0.532911,-0.577856,-0.0617205,-0.329423,-0.866166,-1.30496,-0.934901,-0.71582,-0.2347,-1.02873,-0.637558,0.0,0.522483,-0.455159,-0.581067
32,ABT1,-0.817436,0.0,-1.87501,-0.41649,-1.90154,-1.84751,-0.942929,0.370927,-2.14628,0.91144,0.135186,-0.190151,0.0,-0.674516,-1.72534,-1.32149,-1.26743,-0.908521,-1.66207,-0.302749,-0.240944,-2.21231,-0.60095,-0.578936,-0.0476143,-1.03958,-2.13803,0.0,0.0,-2.21444,-1.30884,-0.206876,0.0,1.36389,0.0,0.0,0.0632175,-1.29971,-1.62133,0.0,-1.48592,-0.996914,-1.80106,-1.41023,-0.604039,-1.05495,-0.868552,-1.7541,-1.19078,-2.49545,-1.40904,-1.4217,-2.18772,-0.963136,0.0,-1.156,-2.26661,-1.17219,-1.55817,-2.48538,-0.861508,-1.39515,-0.90789,-0.698278,-0.216414,-0.257197,-0.119863,-1.12656,0.116511,-0.238603,0.975037,0.369059,-0.370522,0.0
33,ACAA1,0.201005,0.556759,-0.21624,-0.739207,-0.0591467,0.299713,-0.256615,-1.23739,-0.100672,-0.175773,-1.69439,-1.06324,-1.28851,-0.475535,-0.791424,-0.716938,0.0587733,-0.805392,-1.64819,-1.86879,-1.34472,-1.659,0.223142,0.568013,-0.829197,0.169897,-1.70147,1.1064,-1.57831,-0.43597,0.475856,-0.648333,-0.0748448,-0.101265,-1.22303,0.0,-0.891879,-0.500075,0.117991,-0.140368,0.353897,0.0938896,-1.14997,-0.0723316,-0.344003,-1.40557,3.56796,0.280604,0.126152,-1.53802,-1.74919,-0.26756,-0.424735,0.207026,-0.637363,-0.508387,-0.551059,-0.100167,-0.886037,-0.552744,0.426203,0.0127237,0.183988,-0.157696,-0.484271,0.093788,0.446124,-0.173404,-0.0409517,-0.170469,-0.261281,-0.537041,0.39042,0.831206
34,ACAA2,1.27548,1.84252,2.00764,4.25073,0.123562,1.72607,0.646338,0.22174,1.67055,-0.820701,0.626274,0.70007,0.84131,3.42129,0.580682,1.01663,1.43242,1.26999,1.34153,0.301355,1.21605,0.814103,1.3398,1.67748,0.931337,2.43147,0.668871,4.39255,0.900304,1.427,1.63302,1.05391,1.43818,-0.372244,2.24716,1.76728,0.98728,1.28179,1.35036,0.482342,1.26022,1.97508,0.304195,2.09643,1.02832,-0.659708,4.53814,1.29123,0.906115,1.32288,0.972369,0.176999,1.32494,1.33953,1.50031,2.35196,0.801084,2.24123,1.35086,0.783025,0.809999,1.40882,1.61061,2.3492,1.75235,0.317434,1.78023,1.71162,1.97688,2.11013,-0.966433,0.648904,0.817122,1.55496
35,ACACA,-0.870185,-0.0603536,-1.06657,0.0320837,-1.06942,-1.80898,-0.937056,-1.57705,-0.893061,-0.562871,-0.246808,-0.138863,-0.824074,-1.64781,-0.212388,-0.687974,-0.370426,-1.40631,-0.738919,-1.64561,-0.61426,-0.572637,-0.223028,-1.30674,-0.494432,-0.775465,-0.743731,0.0,-0.913885,-1.40576,-0.381193,-0.38065,0.021902,-0.933568,-0.531192,0.0,-0.93112,-1.26969,-0.0343136,-0.349096,-0.832686,-0.843459,-1.00911,-0.221854,-0.86038,-1.72911,0.0324571,-0.657689,-0.803261,-1.31616,-0.895095,-0.924406,-0.929888,-0.870048,-0.995746,-1.00359,-0.177845,0.116984,-0.981361,-1.30617,-0.731595,-0.0830095,-1.40893,-0.770363,-0.352481,-0.145763,-0.380515,0.0276327,-0.867214,-1.01883,-0.661079,-0.923474,-0.395308,-1.11588
36,ACAD8,0.115487,1.89412,0.128925,2.64744,0.780077,0.888549,0.638054,0.108348,1.11874,0.629123,0.321154,1.31683,0.732757,1.77454,0.752101,-0.120495,1.14743,0.676467,-0.630486,0.0603208,1.82898,-0.449911,-0.983087,-0.133105,-1.1763,2.42045,0.0372968,0.0,0.250656,0.386241,1.11513,1.48026,0.0,-0.730879,1.43029,0.0,-0.267248,0.38323,2.14136,0.973631,0.945525,1.11445,1.16556,1.85794,0.367445,0.796,1.72746,3.0504,-0.681611,0.586812,1.38125,1.15504,2.69629,2.11847,1.59497,0.868473,1.30057,2.08274,0.601395,0.529236,0.346823,0.432751,0.548346,1.89795,0.0,0.438634,0.251656,2.2615,1.24919,0.468791,0.429303,0.778514,-0.0530037,1.15579
37,ACAD9,0.507953,0.632864,-0.972079,1.08275,-1.21183,-0.00927415,0.0699569,-0.471748,-0.706519,-0.824983,-0.236765,0.743652,-1.48611,1.15739,-1.40312,0.752819,-1.02048,-0.0356915,-1.37516,-2.03695,-0.335905,-0.805575,0.125274,-0.245483,-0.025033,0.831795,-0.289071,-0.363082,-1.24297,-0.283261,0.175344,-0.176582,-0.332934,-1.50846,0.601769,0.0,-0.621405,-0.299211,-0.628839,-0.456814,-0.00849363,-0.0377952,-1.00025,-0.178669,-0.437732,-0.156757,1.26639,-0.133067,0.309596,-0.79785,-0.257254,0.975431,0.304348,-0.675324,-1.34585,-0.405587,-0.399645,-0.0573371,-0.381839,0.153041,-0.0662716,0.257117,0.105381,-0.0319556,0.590605,-0.070132,0.867371,0.00587162,0.906349,-0.12501,-0.184995,-0.0648293,-0.912574,-0.493107
38,ACADM,1.38785,1.19335,0.375298,0.499193,1.02655,0.661653,-0.138761,-0.187697,0.209949,1.44378,0.600802,0.347042,-0.33602,0.268308,-0.383617,0.710274,0.827461,0.283867,-0.139148,-0.0670926,-0.0433582,0.536007,-0.0178753,-0.716698,0.736208,1.14374,0.171781,0.799898,-0.928822,0.252847,0.773152,0.21217,-0.32742,-0.626119,0.237605,0.593629,0.0223171,0.260449,-0.150481,-0.0227086,0.589999,1.13384,1.17764,0.0243917,0.174826,0.189759,3.06442,0.0321694,0.878516,0.333163,1.54403,0.80089,-0.0652172,1.44628,-0.255043,1.17511,0.580052,1.05153,-0.236856,0.270816,1.82868,0.379104,-0.497889,1.09754,0.592421,-0.338614,-0.48135,0.54004,0.714054,-0.291942,-0.395804,-0.598558,1.20333,0.796509
39,ACADS,2.5868,1.95072,0.348599,3.96569,2.53021,1.63137,3.52591,2.34101,0.736444,3.0793,0.931759,2.24658,0.933359,3.69921,1.50591,-0.174868,1.08753,3.71738,2.16739,1.63305,0.0,1.93758,0.93856,1.81361,0.0,3.10516,3.41643,0.0,0.0,1.45334,2.8292,3.15974,0.0,0.0,2.58355,0.0,0.329473,0.0,1.25602,1.88547,2.78377,1.75783,2.38436,0.0,0.0,2.49551,6.19728,3.41948,0.532548,0.971183,1.77209,3.31618,2.29103,3.33468,3.01662,2.34441,2.49484,3.15761,3.41664,1.54197,1.6873,0.606996,0.0,2.45737,2.29964,0.0,2.89834,2.32399,0.935263,2.82313,0.0,0.549741,0.0,1.49304
40,ACADSB,1.67459,0.441923,0.646861,1.68255,1.67267,0.866598,0.278871,0.799496,1.12244,1.05329,1.03448,1.09475,0.652255,0.712407,-0.3433,0.749761,0.55919,1.44149,-0.523228,0.181569,-0.333534,0.392946,-0.238512,0.378856,1.04487,1.43334,-0.419293,3.61182,-0.898348,0.309516,0.877663,0.432304,0.429675,0.410081,0.0,0.0,-0.881278,0.943846,1.2891,1.13834,1.13372,0.993632,3.14511,1.09315,1.43536,0.927711,5.23453,0.0981886,0.379083,0.676115,1.16567,1.86012,0.719351,1.00197,0.942645,-1.24983,1.69344,1.49228,0.999996,1.0902,0.577572,1.01932,-0.525236,0.0,0.360893,-0.712084,0.550333,0.354608,0.845164,1.10304,-1.02022,0.87519,1.02163,1.18064
41,ACADVL,0.56805,0.946895,0.039194,1.80819,0.330672,0.115898,0.751476,-0.180773,0.0335984,0.928957,-0.635048,0.618655,-0.421627,1.9732,-0.00937168,0.883126,-0.515473,0.64258,-0.0189767,-0.893823,0.138797,0.0674138,0.532679,0.256923,-0.304259,2.03456,-0.471845,1.38207,-0.572936,1.10566,0.476742,1.283,-0.0535715,-1.30156,-0.225077,0.804769,-0.407412,0.858539,0.749068,-0.795798,1.95225,-0.653089,-1.02832,0.615523,0.0532638,1.04186,2.00608,0.147041,0.905344,0.424209,0.16402,0.841997,0.735758,0.801726,-0.315569,1.64375,-0.0191298,1.02035,1.1032,0.218815,-0.10201,0.545809,0.318494,0.263297,0.0149221,0.670851,0.435882,0.213145,1.09429,0.80242,-0.223077,0.58164,0.78454,0.58522
42,ACAP2,-0.102542,0.522241,-0.0358413,-0.150398,0.0961915,-0.0652306,0.201677,-0.080881,0.51993,0.0459282,-0.170801,-0.298795,-0.306872,-0.308481,-1.58089,-0.438293,-0.0795565,-0.34939,0.267456,1.75852,0.588364,-0.956727,-0.218711,0.0881343,-0.171942,0.267856,1.00672,2.09203,-1.37976,0.947348,0.0534055,-0.205049,0.120008,-0.0768097,0.0,0.0,0.0411812,-0.564409,1.96319,0.718403,-0.867315,-0.235178,0.0455563,-0.300373,0.200934,-0.432172,0.405147,0.554947,0.135029,-0.431726,0.0915409,0.34238,-0.274358,-0.373667,-1.16299,0.466094,-0.0394842,-0.0444154,0.806829,-0.0709166,-0.64037,-0.322601,1.10233,-0.0849871,0.285006,0.138154,0.365553,-0.940796,-0.108649,0.532008,0.18532,0.01772,0.343187,1.32699
43,ACAT1,0.402159,0.732386,-0.561381,1.6926,0.767133,-0.0442118,-0.699954,-0.201017,-0.250952,0.844786,0.101398,0.938204,-1.05751,0.832403,-1.11075,-0.0837601,0.659762,0.13213,-0.864346,-1.89739,1.55346,-0.624451,-0.341266,-0.28023,-0.896764,1.18805,0.213935,1.75184,-1.19959,0.598297,0.465871,0.161429,-1.84238,-1.1198,-1.54645,0.184193,-0.67858,0.195606,-0.0762472,-0.282861,0.270746,0.0942949,1.5701,0.890441,-0.768987,-0.381648,3.14345,0.213032,0.313684,-0.229398,0.366837,1.68558,1.00418,0.99555,-0.237804,1.08501,0.604204,0.305476,-0.29758,-0.125481,-0.455139,0.502868,1.27229,0.967266,-0.344201,-0.827687,0.844354,-1.17893,0.995233,-0.674634,-0.353662,0.827469,1.37648,0.570584
44,ACAT2,-1.4864,-0.261996,-0.761356,-0.604962,-1.0827,-1.3995,-1.2852,-0.801437,-0.834055,0.612394,-1.2844,-1.79989,-0.974155,-2.6832,-1.725,-1.40738,-1.94709,-0.904436,-2.21104,-0.734395,-0.575435,-1.93994,-1.42219,-1.05623,-0.921905,-0.8828,-0.544665,0.128207,-1.6131,-0.666925,-0.278902,-1.21397,-0.271683,-1.10493,-0.716364,-0.0188543,-1.5323,-1.81742,-0.208011,-0.899322,-1.61724,-1.58635,-0.931863,-1.0065,-0.0437751,-1.49058,2.12738,0.452641,-1.06597,-1.50696,-1.04993,-2.07756,-1.16426,-0.957705,-0.0116165,-1.20626,-0.501053,0.639936,-0.949251,-1.85365,-1.64129,0.481922,-1.70904,-1.78863,-1.9746,-0.980928,-0.499081,-0.985266,-1.4834,-1.13245,0.368779,-1.26221,-1.50152,-0.674153
45,ACBD3,0.0114792,-0.2991,0.374891,-0.823114,0.732177,-0.359065,-0.191456,-0.365657,-0.445846,0.122773,-0.12216,-0.769692,-0.207462,-0.809544,0.333267,-0.0667382,-0.728522,0.0415206,0.361552,-0.11306,-0.154724,-0.607821,-0.439352,-0.203857,-0.277295,-0.639262,0.33113,0.94556,-0.051269,-0.328121,0.56727,-0.0419508,0.174906,0.0598996,0.0208199,0.667536,-0.04115,0.00692583,-0.36957,0.109742,0.228886,0.0628943,-1.41259,-0.353659,0.326758,-0.902142,0.32017,0.321669,-0.138877,-0.138912,-0.0940503,0.282165,0.149789,0.301352,-0.00954494,-0.342226,0.31961,0.933319,0.0547131,-0.214806,-0.195547,0.486689,-0.714145,-0.518004,0.156725,-0.262068,0.211257,-0.101713,-0.214829,0.495602,-0.158642,-0.0586618,0.0123213,-0.190276
46,ACBD6,0.0,-1.94375,-0.798744,-1.26055,0.170178,-1.0706,-1.29798,0.0,-0.4891,-1.47423,-0.896002,-1.50452,0.0,0.222732,0.0,-0.735215,-0.533768,-0.447583,-0.967678,-0.247649,0.0,-0.662356,-0.677138,-0.715444,-0.882987,-0.367523,-0.617321,0.0,-1.16136,0.0,-0.253731,-1.28218,0.0,-0.719608,0.0,0.0,-0.1257,0.0,0.0,-0.741831,-0.532297,0.0,0.160565,-0.998331,-0.683002,-1.06118,0.104103,0.16485,-1.29958,0.0,-0.086345,-0.362018,-0.397657,-0.852029,-0.514999,-0.618513,-0.72251,-0.0755565,-0.458756,0.0,-1.757,0.0,-0.63205,-1.42394,-0.523085,-0.893581,0.0,-0.921253,-1.36142,-0.811377,-0.387759,-0.214311,-0.568397,0.0
47,ACIN1,-0.569629,-0.0951854,-0.0748218,0.372873,0.176377,0.375032,0.502029,-0.698098,-0.514115,-1.37843,0.359277,0.0497041,-1.56851,-0.858371,-0.298485,-0.0757107,0.257589,0.663336,-0.83365,-1.16792,0.660241,-1.06094,0.0234334,0.298621,0.0159547,0.280137,0.136163,1.1923,0.219826,-0.0795717,-0.0501481,0.117697,-0.686212,0.534291,0.489886,1.52516,0.434273,0.104737,9.05e-05,-0.113865,0.51829,0.157247,-0.117234,0.415394,0.468402,0.14082,-0.534613,0.197878,0.37222,0.0152252,0.434116,0.474377,-0.307635,0.179925,0.215216,-0.20899,-0.573781,0.369429,-0.688639,-0.266975,-0.249254,0.150677,-0.000654966,0.285659,0.349405,-0.793471,-0.419991,0.351417,0.363738,0.237172,-0.328666,0.476463,0.0388599,-0.0028908
48,ACLY,-0.980762,-0.287575,-0.35567,-0.251933,-0.900131,-0.661781,0.0836883,-0.841842,-0.301184,-0.403779,-0.339747,0.0417646,-1.38864,-0.412104,-0.459065,-0.681824,-0.238696,-0.372484,-0.680698,-1.3144,0.154285,-0.261979,-0.499115,-0.71317,-0.278414,0.176614,-0.786417,-0.0190695,-0.992836,-0.482868,-0.306958,-0.120662,-1.2274,-0.218973,-0.00620758,-0.83788,-0.586657,-0.614719,-0.627733,-0.493898,-0.808205,-0.506164,-1.46033,-0.36344,-0.375696,-0.4385,-0.566891,-0.272708,-0.661641,-0.425927,-0.437381,-0.408974,-0.744751,-0.6714,-2.26037,-1.13321,-0.845343,-0.904874,-0.419382,-0.945821,-0.423911,-0.189286,-0.534737,-0.229214,-0.262906,0.270636,-0.375515,-0.701783,0.136442,-0.469215,0.502022,-0.61694,-0.575572,-0.903227
49,ACO1,-0.460072,1.83981,0.445498,0.986224,1.21133,1.4345,1.02782,0.667851,2.76848,1.09113,0.688644,0.47624,0.389027,0.125988,1.15717,0.142688,-0.426354,0.701057,-0.514785,0.775365,0.624052,0.070338,0.164446,2.41191,0.00911793,0.94757,0.0560292,0.0,0.983015,1.5957,0.907242,0.491473,2.19451,0.550427,0.877903,0.0,0.846207,0.778531,0.760059,0.422182,1.9649,0.441347,1.77674,0.0360844,1.26737,0.463349,3.15469,0.275865,2.81006,0.990574,0.829492,-1.06431,1.68838,2.61609,1.70374,0.513691,0.769943,1.57746,1.77352,0.793917,2.44976,0.966444,0.28537,0.468577,-0.138588,0.318782,-0.0012913,1.22801,0.395322,0.759158,1.07679,0.905929,-0.00774938,2.02503
50,ACO2,1.2693,1.04301,2.06961,2.25257,0.488245,0.878979,1.291,1.10581,1.65768,0.79492,1.21644,0.273634,-0.479186,1.3626,-0.598962,0.539899,0.0731104,-0.0859168,1.9309,-0.0327944,0.553082,1.51681,2.35205,-0.229657,-0.0953431,1.89044,0.0131429,1.34044,0.0428263,0.721055,1.47366,2.39846,-0.252898,0.115175,0.180686,1.48945,0.699862,0.186222,2.86061,1.30125,1.01044,1.01885,2.16046,0.96908,0.567687,1.21704,2.0087,0.531927,1.14181,0.486163,1.74228,4.84272,1.40966,2.6105,0.55776,1.56491,1.00748,1.34081,0.48195,0.210772,0.664333,1.16774,0.566871,1.38514,1.39658,-0.696651,0.995323,0.386206,2.08416,1.41355,1.6588,-0.0365176,1.29401,0.788858
51,ACOT1,1.62801,1.40984,0.812917,2.6997,1.00222,1.54699,2.02787,2.26797,1.27098,1.89632,0.632909,0.915958,0.428952,2.60278,0.293108,1.74563,1.03717,0.437354,1.5281,0.202991,1.12273,1.66188,0.938747,0.0123292,0.888276,1.92333,1.26413,0.0,-0.609664,0.940437,1.7721,2.60756,0.604418,0.712557,1.2017,0.0,0.0669455,0.100157,0.924928,0.228635,1.42337,0.216293,0.248829,2.17452,0.954809,1.48585,4.02273,0.255369,1.25897,0.438,0.993516,3.67431,1.67415,1.28591,1.12445,1.90623,1.55733,1.33782,0.543418,0.859989,1.08543,0.82773,1.19712,1.983,1.75688,0.501222,1.76945,0.807077,1.22942,1.40212,-0.292317,1.50814,0.513898,1.2435
52,ACOT13,0.699104,0.21019,-0.448331,2.78902,-0.219258,0.0163243,-0.413629,1.12911,1.17764,1.99643,-0.121736,0.713052,0.781076,1.53847,-1.20911,1.01623,-0.291107,0.677692,-0.317084,0.0420902,-0.326992,0.138511,0.384563,-0.430346,-0.951587,1.82811,1.50946,1.82319,0.541003,-0.725724,0.0431665,0.765695,-0.23362,0.701635,0.0,0.0,-0.135001,-0.428516,-0.753546,-0.849493,0.10643,-0.450952,0.50982,0.495439,0.0079338,0.965855,3.17401,1.53071,-0.0550284,0.525821,0.871732,3.29702,0.758292,1.4073,3.11996,0.174033,0.563034,1.83289,0.459574,-0.508554,0.255777,0.305843,-0.146064,0.739055,1.10292,0.00346056,0.00219917,-0.667516,0.651403,0.336489,0.670459,0.643178,0.767512,0.288862
53,ACOT7,0.480237,-0.65412,0.161948,1.39979,0.953283,-0.825802,-0.0864284,-0.300681,-0.793882,0.876481,0.19095,0.663574,-0.773436,0.586145,0.38846,0.513977,-0.798441,-0.311104,-0.358161,-0.709366,0.241882,-0.385211,-0.718241,-0.223167,0.212668,-0.027465,0.227695,-1.4399,-0.305219,-0.477349,0.0128785,0.44715,0.452222,-2.7272,-0.241749,0.545397,-1.30116,0.185914,0.657076,-1.50568,0.339827,0.0848698,0.256349,0.68955,0.570955,0.433066,2.82986,0.126861,0.0673294,-0.0886652,0.00366217,1.12235,0.738072,1.46893,1.07753,-0.703128,0.92402,1.63615,1.64912,-0.800951,0.391871,1.38234,-1.47759,-0.802115,-0.0716454,0.0574308,-0.439908,0.430277,-0.393655,-0.860399,1.8868,-0.819848,-1.02262,-1.04025
54,ACOT8,-0.847069,-0.244308,-0.82438,-1.80926,-0.101803,-1.95465,-0.771073,0.0,0.4861,0.708619,-0.0828582,1.26543,-1.62508,0.0,-2.56815,2.29351,-0.590516,-1.86039,-0.824643,0.0,0.0,-1.50188,-0.605458,-0.676201,0.703667,-1.41041,-0.762293,0.0,2.01721,0.0,-0.383376,-0.728494,-1.36676,-0.00659233,0.0,0.0,-0.345757,0.128436,0.0,0.0,-0.497366,0.0,0.317958,0.652979,-0.689775,-1.57077,0.597413,-0.494905,-0.817558,-1.34548,-1.42256,-0.1959,-0.321073,0.985683,2.42123,0.161377,-1.05603,-1.06805,-1.03083,0.0,-0.655996,0.0,0.0,-0.836529,-0.56801,1.27954,4.34334,-1.02291,-1.42156,-0.596185,-0.0930518,-0.00621569,-1.05254,0.0
55,ACOT9,0.867803,1.28032,0.772731,2.43957,0.375483,0.72253,0.534915,-0.658075,1.01593,0.843297,-0.240478,0.830776,0.495515,3.48202,0.0874116,1.90617,0.596895,0.610082,1.91262,0.0673058,0.594608,0.712649,0.603539,0.709844,-0.643103,0.712506,0.11782,0.0,0.851881,0.866178,1.44211,0.759881,0.66466,-0.244005,-0.0476163,0.0,-0.112222,0.159186,1.04137,2.06817,1.00743,0.4349,1.34795,1.30163,0.920229,0.623946,1.44767,-0.0481254,0.913921,0.92512,1.6502,2.62428,0.535407,2.7538,0.799301,0.737805,1.85619,1.16177,1.19914,0.578645,-0.199817,0.622515,0.423819,-0.567401,1.44351,-0.0155328,0.983117,0.0406477,0.583575,1.3198,0.442047,1.24694,1.86473,1.32833
56,ACOX3,0.450993,1.01163,0.0,0.0,0.332307,-0.463126,1.11236,0.0,1.15448,1.36665,0.0,-0.215389,0.0,0.0,0.0,0.0,0.0294227,-1.26501,0.0,0.0,-0.492909,0.757505,0.881211,0.831955,0.0539136,0.882333,-1.85575,0.0,-0.433576,0.154074,0.381874,-0.228429,0.0,-0.772471,0.0,0.0,0.811999,1.39524,1.69946,0.344578,1.4195,1.19516,0.112525,-0.711575,-0.0298653,0.0,2.2973,-0.474768,-0.0607805,0.0,-0.418643,0.544081,0.551684,0.90845,-0.515948,-0.00254755,0.65874,0.106014,0.059061,1.85458,-0.372429,1.66281,1.44002,0.779697,0.392657,0.0166728,0.750922,0.418192,4.23342,2.01073,-1.08763,0.518823,-0.10592,2.11408
57,ACP1,-0.310203,0.518993,0.625879,-0.0163137,-0.0793913,-0.105388,0.477245,-0.0544926,0.710526,0.78455,0.315117,0.321143,0.284797,0.154673,-0.352495,0.0263125,-0.0972384,0.191274,-0.0518546,0.702502,0.258779,-0.337888,-0.294854,-0.26221,0.257877,0.131946,0.290606,-0.101861,0.474017,-0.0068154,-0.521245,-0.289861,-0.49962,0.182553,0.420068,0.540245,0.134631,0.39225,0.653108,-0.598755,-0.373476,0.0273833,1.21967,0.783636,0.165723,-0.184672,0.840824,0.541305,-0.0179328,-0.261302,-0.31211,0.667076,-0.267335,0.170426,0.237923,0.286243,-0.117656,1.22989,0.520385,-0.672841,0.0841425,0.425523,0.300273,-0.228715,-0.11893,0.204778,-0.229528,0.760728,-0.179207,-0.102656,1.18217,-0.697579,0.00397861,0.175091
58,ACP2,2.10877,2.57584,1.90794,1.73731,0.824037,2.47317,3.40548,2.8984,5.3121,1.37891,1.23744,2.43245,1.53897,2.01607,1.88302,3.10175,0.72414,2.39545,0.376371,2.44255,0.8985,0.863828,1.38165,2.12631,1.9565,1.64978,2.81874,0.0,1.9764,2.2585,2.77475,1.95029,3.5098,0.343796,3.03952,0.0,1.93763,2.73444,0.682647,1.47014,1.60827,0.514981,2.4525,2.13236,2.84041,2.52007,2.5074,3.12642,1.97985,3.08269,1.14749,3.28184,3.9252,1.95473,2.83331,2.07619,2.88923,3.82245,3.03586,1.30439,1.77219,2.70984,2.11737,1.64154,1.13925,1.17932,2.18785,2.47713,1.67695,3.2268,1.88108,1.80553,-0.658452,2.49493
59,ACP5,-0.0973122,-0.157218,1.20392,0.895096,2.38668,2.22945,1.6372,1.05816,5.70839,2.85512,1.37665,1.56425,0.105429,0.348263,0.0145977,3.44483,-1.22716,1.79809,0.161947,1.20128,1.35938,0.0,1.60539,0.702705,1.76761,-0.737133,2.97372,0.0,-0.267885,3.90337,5.26328,2.09639,0.0,0.0,2.53383,0.0,-0.449306,-1.14564,0.995803,1.53118,1.51862,1.39484,1.40321,0.405249,0.684678,-0.14918,1.21853,4.913,2.24894,5.03679,1.15387,3.83026,2.03055,0.976872,1.72307,0.499065,1.59491,1.44012,3.26589,4.41908,1.23897,3.80261,3.1107,1.45737,0.436892,0.760867,3.66626,-0.751349,0.939586,2.46678,-0.511924,0.381459,0.758316,4.67017
60,ACSF2,-0.295485,1.72622,1.70191,2.42969,1.46847,0.991436,-0.188163,0.0,1.25769,-0.472796,0.790855,1.10097,0.0,1.71235,0.0535866,0.0771896,-0.490554,2.28511,-1.15903,-1.84025,1.00897,0.81317,0.858023,1.38172,-0.7198,0.87915,0.43889,0.0,0.0,1.47504,1.59449,-0.180404,0.0,0.720778,0.0,0.0,0.106681,0.49339,1.87382,-0.755111,0.213879,-1.14038,0.611731,1.14915,0.403996,0.501342,3.80628,-1.1289,-0.181519,3.16371,0.330405,1.63931,2.61064,0.921586,-1.08624,0.450666,1.34037,-0.689763,-0.85164,1.32122,1.25466,0.411428,1.01288,0.802148,-0.186291,-0.678928,-0.334309,-1.4637,1.83171,1.5009,0.0,-0.625542,0.555902,2.24039
61,ACSF3,1.54293,0.910581,0.665617,0.911239,1.03718,0.985529,1.22466,0.569465,0.797576,1.34054,0.339054,1.57371,1.53419,2.39862,1.32435,0.300371,0.970217,1.31483,0.621221,0.585821,1.02444,-0.476394,0.979091,0.611901,0.221729,0.514777,1.60191,0.0,0.0,0.284296,1.15538,1.72707,0.973994,0.880893,-0.507763,0.0,1.09565,0.411738,0.716186,0.358021,1.31467,2.06695,0.716449,1.38595,-0.191488,0.968208,2.24419,-0.0133544,0.182654,0.215308,1.72571,2.13265,1.14799,3.07896,0.447453,0.393188,1.63213,0.862709,-0.220549,0.863536,0.862173,0.592566,0.306004,2.22946,1.80194,0.394961,-0.094506,0.279372,1.86727,1.4302,0.814039,0.468853,1.0729,1.84505
62,ACSL1,-0.0151716,1.74632,1.13687,0.141304,2.44658,1.40057,0.7531,0.3837,2.85348,1.09323,0.52207,3.56661,0.685498,0.302128,0.666506,2.40885,-0.112348,0.914862,0.0541052,-0.55248,1.48384,-0.865386,0.92807,1.38615,1.46824,0.103337,1.65416,0.0,0.0855581,2.24913,1.3996,-0.32375,0.725281,-0.33158,0.898765,0.0,-0.421924,0.69648,1.12282,0.275564,0.970984,1.48083,1.6458,0.494348,2.04612,-0.113906,5.35548,0.442227,0.821961,1.8518,0.676259,1.61251,0.333277,1.66334,0.937819,2.14809,2.37523,2.37275,2.03689,2.21118,0.674851,2.14343,2.02289,-0.644875,1.54208,1.77057,1.86128,0.554359,0.556107,2.33209,0.401894,0.861134,0.714309,2.79914
63,ACSL3,-0.674356,-0.594228,-1.10683,-0.320974,0.666689,-1.37975,-0.461689,0.0141046,0.513695,-0.760522,-0.978361,-0.844702,-1.27732,-0.816919,-1.32423,-0.0206796,-1.5718,-1.57964,-0.455868,-2.53398,-1.4464,-1.15932,-0.856501,-1.10077,-0.852156,-0.738363,-0.590573,-1.28571,-0.459699,-1.30907,-0.538274,-0.4767,-2.56312,-0.25704,-1.28653,-0.735144,-1.15079,-0.718288,-0.865105,-0.626556,-0.0413175,-1.26107,-0.281003,-1.05017,-0.281039,-0.926406,-0.201724,0.311113,-0.792498,-0.923297,-1.05574,0.402682,-0.263419,-0.65129,-1.87089,-1.07482,-0.857799,-0.00624359,-0.0992609,-1.54145,-0.031882,-0.0619339,-1.05986,-1.16032,-0.342043,0.108251,0.31957,0.693302,-0.264046,-0.94117,0.414646,-0.907803,-1.36739,-2.25911
